id,title,company,location,salary,required_skills,job_type,url,state
147,"Business Analyst","Wakefern Food Corp.","Elizabeth, NJ",Unknown,Excel,"Business Analyst",https://www.linkedin.com/company/wakefern-food-corp-?trk=public_jobs_topcard_logo,NJ
148,"Sr. Business Analyst","CGS Federal (Contact Government Services)","Lincoln, NE","$132,288.00/yr - $191,082.67/yr",Unknown,"Business Analyst",https://www.linkedin.com/company/contact-government-services-cgs?trk=public_jobs_topcard_logo,NE
149,"Sr. Business Analyst","CGS Federal (Contact Government Services)","Kansas City, MO","$132,288.00/yr - $191,082.67/yr",Unknown,"Business Analyst",https://www.linkedin.com/company/contact-government-services-cgs?trk=public_jobs_topcard_logo,MO
150,"Business Analyst","Tata Consultancy Services","Columbus, OH",Unknown,Unknown,"Business Analyst",https://in.linkedin.com/company/tata-consultancy-services?trk=public_jobs_topcard_logo,OH
151,"Business Analyst","CGS Federal (Contact Government Services)","Bloomington, IN","$102,890.67/yr - $139,637.34/yr",Unknown,"Business Analyst",https://www.linkedin.com/company/contact-government-services-cgs?trk=public_jobs_topcard_logo,IN
152,"Business Analyst","Incite Consulting","New York City Metropolitan Area","$65.00/hr - $85.00/hr",Unknown,"Business Analyst",https://www.linkedin.com/company/incite-consulting-global?trk=public_jobs_topcard_logo,NY
153,"Business Analyst","Technogen, Inc.","Louisville, KY","$31.00/hr - $33.00/hr",Unknown,"Business Analyst",https://www.linkedin.com/company/technogeninc?trk=public_jobs_topcard_logo,KY
154,"Supply Chain Business Analyst II, NA",Nike,"Beaverton, OR",Unknown,"Snowflake, R, Databricks, SQL, Excel, Tableau, Python","Business Analyst",https://www.linkedin.com/company/nike?trk=public_jobs_topcard_logo,OR
155,"Business Analyst, E-Commerce","Brilliant Earth","United States",Unknown,Unknown,"Business Analyst",https://www.linkedin.com/company/brilliantearth?trk=public_jobs_topcard_logo,US
156,"Business Process Analyst",MetTel,"New York, NY",Unknown,Unknown,"Business Analyst",https://www.linkedin.com/company/mettel?trk=public_jobs_topcard_logo,NY
157,"Business Analyst / 100% remote","Motion Recruitment","United States",Unknown,Unknown,"Business Analyst",https://www.linkedin.com/company/motion-recruitment-partners?trk=public_jobs_topcard_logo,US
158,"Junior Business Process & Performance Analyst","Vetrics Group","Washington, DC",Unknown,"Excel, Power BI","Business Analyst",https://www.linkedin.com/company/vetrics-group?trk=public_jobs_topcard_logo,DC
159,"Business Analyst","BackInTheBlack, LLC","United States",Unknown,SQL,"Business Analyst",https://www.linkedin.com/company/backintheblack?trk=public_jobs_topcard_logo,US
160,"Business Analyst","CGS Federal (Contact Government Services)","San Antonio, TX","$102,890.67/yr - $139,637.34/yr",Unknown,"Business Analyst",https://www.linkedin.com/company/contact-government-services-cgs?trk=public_jobs_topcard_logo,TX
161,"Business Analyst","Lakuna Consulting","United States","$80,000.00/yr - $120,000.00/yr",Unknown,"Business Analyst",https://www.linkedin.com/company/lakunaconsulting?trk=public_jobs_topcard_logo,US
162,"Business Analyst, Amazon Merch on Demand",Amazon,"Seattle, WA","$66,900.00/yr - $143,100.00/yr","SQL, Excel, Tableau","Business Analyst",https://www.linkedin.com/company/amazon?trk=public_jobs_topcard_logo,WA
163,"Business Analyst","CGS Federal (Contact Government Services)","Dallas, TX","$102,890.67/yr - $139,637.34/yr",Unknown,"Business Analyst",https://www.linkedin.com/company/contact-government-services-cgs?trk=public_jobs_topcard_logo,TX
164,"Business Analyst, ECG Analytics",Amazon,"Seattle, WA","$66,900.00/yr - $143,100.00/yr","SQL, Excel, Tableau","Business Analyst",https://www.linkedin.com/company/amazon?trk=public_jobs_topcard_logo,WA
165,"Business Analyst II, SPRS",Amazon,"Seattle, WA",Unknown,"SQL, Excel, Tableau","Business Analyst",https://www.linkedin.com/company/amazon?trk=public_jobs_topcard_logo,WA
166,"Business Analyst",MillerKnoll,"Zeeland, MI",Unknown,Unknown,"Business Analyst",https://www.linkedin.com/company/millerknoll?trk=public_jobs_topcard_logo,MI
167,"BioPharma, Business Analyst",Walgreens,"Deerfield, IL","$63,100.00/yr - $101,200.00/yr",Unknown,"Business Analyst",https://www.linkedin.com/company/walgreens?trk=public_jobs_topcard_logo,IL
168,"Sr. Business Analyst","CGS Federal (Contact Government Services)","Nashville, TN","$132,288.00/yr - $191,082.67/yr",Unknown,"Business Analyst",https://www.linkedin.com/company/contact-government-services-cgs?trk=public_jobs_topcard_logo,TN
169,"Business Analyst","Tata Consultancy Services","Boston, MA","$120,000.00/yr - $130,000.00/yr",SQL,"Business Analyst",https://in.linkedin.com/company/tata-consultancy-services?trk=public_jobs_topcard_logo,MA
170,"Business Analyst I","PTR Global","Santa Clara, CA",Unknown,Tableau,"Business Analyst",https://www.linkedin.com/company/ptrglobal?trk=public_jobs_topcard_logo,CA
171,"Business Analyst II, Amazon Freight Partners",Amazon,"Bellevue, WA",Unknown,"SQL, Excel, Tableau","Business Analyst",https://www.linkedin.com/company/amazon?trk=public_jobs_topcard_logo,WA
172,"Business Analyst","CGS Federal (Contact Government Services)","Columbia, SC","$102,890.67/yr - $139,637.34/yr",Unknown,"Business Analyst",https://www.linkedin.com/company/contact-government-services-cgs?trk=public_jobs_topcard_logo,SC
173,"Business Analyst Intern","Geographic Solutions, Inc.","Palm Harbor, FL",Unknown,Excel,"Business Analyst",https://www.linkedin.com/company/geographic-solutions?trk=public_jobs_topcard_logo,FL
174,"Senior Business Analyst",Amazon,"Austin, TX",Unknown,"Power BI, Java, R, SQL, Excel, Tableau, Python","Business Analyst",https://www.linkedin.com/company/amazon?trk=public_jobs_topcard_logo,TX
175,"Business Analyst","CGS Federal (Contact Government Services)","Tysons Corner, VA","$102,890.67/yr - $139,637.34/yr",Unknown,"Business Analyst",https://www.linkedin.com/company/contact-government-services-cgs?trk=public_jobs_topcard_logo,VA
176,"Healthcare Business Analyst","Bestica Inc.","Austin, TX","$80.00/hr - $85.00/hr",Unknown,"Business Analyst",https://www.linkedin.com/company/bestica-inc-?trk=public_jobs_topcard_logo,TX
177,"Business Analyst","CGS Federal (Contact Government Services)","Santa Ana, CA","$102,890.67/yr - $139,637.34/yr",Unknown,"Business Analyst",https://www.linkedin.com/company/contact-government-services-cgs?trk=public_jobs_topcard_logo,CA
178,"Business Analyst","The Dignify Solutions, LLC","New York, NY",Unknown,"SQL, Excel","Business Analyst",https://www.linkedin.com/company/dignify-solutions?trk=public_jobs_topcard_logo,NY
179,"Sr. Business Analyst","CGS Federal (Contact Government Services)","St Louis, MO","$132,288.00/yr - $191,082.67/yr",Unknown,"Business Analyst",https://www.linkedin.com/company/contact-government-services-cgs?trk=public_jobs_topcard_logo,MO
180,"Business Analyst","HireTalent - Staffing & Recruiting Firm","United States",Unknown,Unknown,"Business Analyst",https://www.linkedin.com/company/hiretalent_?trk=public_jobs_topcard_logo,US
181,"Business Operations Analyst",DataVisor,"Mountain View, CA",Unknown,Unknown,"Business Analyst",https://www.linkedin.com/company/datavisor?trk=public_jobs_topcard_logo,CA
182,"Business Analyst II, WWFBA Central Analytics",Amazon,"Seattle, WA",Unknown,"SQL, Excel, Tableau","Business Analyst",https://www.linkedin.com/company/amazon?trk=public_jobs_topcard_logo,WA
183,"Business Analyst","Calpion Inc.","Dallas, TX",Unknown,Unknown,"Business Analyst",https://www.linkedin.com/company/calpion-inc-?trk=public_jobs_topcard_logo,TX
184,"Business Analyst",IBM,"Bedford, IN",Unknown,Collaboration,"Business Analyst",https://www.linkedin.com/company/ibm?trk=public_jobs_topcard_logo,IN
185,"Business Analyst","Innovar Group","United States",Unknown,Unknown,"Business Analyst",https://www.linkedin.com/company/innovar-group?trk=public_jobs_topcard_logo,US
186,"Senior Business Analyst","Tally Group","Houston, TX",Unknown,Unknown,"Business Analyst",https://au.linkedin.com/company/tally-group?trk=public_jobs_topcard_logo,TX
187,"Business Analyst",Mi-Case,"United States","$90,000.00/yr - $110,000.00/yr","Excel, Azure","Business Analyst",https://www.linkedin.com/company/mi-case?trk=public_jobs_topcard_logo,US
188,"Business Analyst","MGA Entertainment","Los Angeles Metropolitan Area","$90,000.00/yr - $120,000.00/yr","SQL, Excel","Business Analyst",https://www.linkedin.com/company/mga-entertainment?trk=public_jobs_topcard_logo,CA
189,"Business Analyst","CGS Federal (Contact Government Services)","Miami, FL","$102,890.67/yr - $139,637.34/yr",Unknown,"Business Analyst",https://www.linkedin.com/company/contact-government-services-cgs?trk=public_jobs_topcard_logo,FL
190,"Business Analyst","CGS Federal (Contact Government Services)","Chantilly, VA","$102,890.67/yr - $139,637.34/yr",Unknown,"Business Analyst",https://www.linkedin.com/company/contact-government-services-cgs?trk=public_jobs_topcard_logo,VA
191,"Live Sports, Business Analyst , Live Sports",Amazon,"New York, NY","$66,900.00/yr - $143,100.00/yr","Excel, Tableau","Business Analyst",https://www.linkedin.com/company/amazon?trk=public_jobs_topcard_logo,NY
192,"Business Analyst - AI (REMOTE)",Claritev,"Bedford, MA",Unknown,Unknown,"Business Analyst",https://www.linkedin.com/company/claritev?trk=public_jobs_topcard_logo,MA
193,"Business Analyst","PowerPlan, Inc.","Atlanta, GA",Unknown,SQL,"Business Analyst",https://www.linkedin.com/company/powerplan-inc-?trk=public_jobs_topcard_logo,GA
194,"Sr. Business Analyst","CGS Federal (Contact Government Services)","Cedar Rapids, IA","$132,288.00/yr - $191,082.67/yr",Unknown,"Business Analyst",https://www.linkedin.com/company/contact-government-services-cgs?trk=public_jobs_topcard_logo,IA
195,"Business Analyst - III","Aditi Consulting","San Francisco, CA",Unknown,Excel,"Business Analyst",https://www.linkedin.com/company/aditiconsulting?trk=public_jobs_topcard_logo,CA
196,"Sr. Business Analyst","CGS Federal (Contact Government Services)","Atlanta, GA","$132,288.00/yr - $191,082.67/yr",Unknown,"Business Analyst",https://www.linkedin.com/company/contact-government-services-cgs?trk=public_jobs_topcard_logo,GA
197,"Business Analyst Project Management","TPI Global Solutions","New Brunswick, NJ",Unknown,Unknown,"Business Analyst",https://www.linkedin.com/company/tpiglobal-inc?trk=public_jobs_topcard_logo,NJ
198,"Business Analyst","CGS Federal (Contact Government Services)","Baltimore, MD","$102,890.67/yr - $139,637.34/yr",Unknown,"Business Analyst",https://www.linkedin.com/company/contact-government-services-cgs?trk=public_jobs_topcard_logo,MD
199,"Business Analyst","CGS Federal (Contact Government Services)","Williamsport, PA","$102,890.67/yr - $139,637.34/yr",Unknown,"Business Analyst",https://www.linkedin.com/company/contact-government-services-cgs?trk=public_jobs_topcard_logo,PA
200,"ServiceNow Business Analyst","The Brixton Group","United States",Unknown,Unknown,"Business Analyst",https://www.linkedin.com/company/the-brixton-group-llc?trk=public_jobs_topcard_logo,US
201,"Business Analyst",Droisys,"United States","$90,000.00/yr - $110,000.00/yr",Unknown,"Business Analyst",https://www.linkedin.com/company/droisys?trk=public_jobs_topcard_logo,US
202,"Sr. Business Analyst","CGS Federal (Contact Government Services)","Knoxville, TN","$132,288.00/yr - $191,082.67/yr",Unknown,"Business Analyst",https://www.linkedin.com/company/contact-government-services-cgs?trk=public_jobs_topcard_logo,TN
203,"Business Analyst (5646)",MetroStar,"Washington, DC",Unknown,Unknown,"Business Analyst",https://www.linkedin.com/company/metrostar-systems?trk=public_jobs_topcard_logo,DC
204,"Business Analyst","Land O'Frost","Munster, IN","$78,400.00/yr - $92,000.00/yr","SQL, Tableau","Business Analyst",https://www.linkedin.com/company/land-o'frost?trk=public_jobs_topcard_logo,IN
205,"Business Analyst (Full-Time, Salaried)","Top Stack","Princeton, NJ",Unknown,Unknown,"Business Analyst",https://www.linkedin.com/company/topstackgroup?trk=public_jobs_topcard_logo,NJ
206,"Business Analyst","Fulfillment IQ","Atlanta, GA",Unknown,Unknown,"Business Analyst",https://www.linkedin.com/company/fulfillmentiq?trk=public_jobs_topcard_logo,GA
207,"Business Analyst, DP&R",Amazon,"Lockbourne, OH",Unknown,"SQL, Excel, Tableau","Business Analyst",https://www.linkedin.com/company/amazon?trk=public_jobs_topcard_logo,OH
208,"Sr. Business Analyst","CGS Federal (Contact Government Services)","Panama City, FL","$132,288.00/yr - $191,082.67/yr",Unknown,"Business Analyst",https://www.linkedin.com/company/contact-government-services-cgs?trk=public_jobs_topcard_logo,FL
209,"Business Analyst, Creator Partnerships, YouTube",Google,"New York, NY",Unknown,"Java, R, Python","Business Analyst",https://www.linkedin.com/company/google?trk=public_jobs_topcard_logo,NY
210,"Business Analyst","CGS Federal (Contact Government Services)","Detroit, MI","$102,890.67/yr - $139,637.34/yr",Unknown,"Business Analyst",https://www.linkedin.com/company/contact-government-services-cgs?trk=public_jobs_topcard_logo,MI
211,"Business Analyst",PeopleCaddie,"Nashville, TN",Unknown,Unknown,"Business Analyst",https://www.linkedin.com/company/peoplecaddie?trk=public_jobs_topcard_logo,TN
212,"Business Analyst (Workday HCM)",KamisPro,"United States",Unknown,"SQL, Excel","Business Analyst",https://www.linkedin.com/company/kamis-professional-staffing?trk=public_jobs_topcard_logo,US
213,"Eagle Business Analyst",Infosys,"Bridgewater, NJ",Unknown,SQL,"Business Analyst",https://in.linkedin.com/company/infosys?trk=public_jobs_topcard_logo,NJ
214,"Business Analyst II, SPRS",Amazon,"Tempe, AZ",Unknown,"SQL, Excel, Tableau","Business Analyst",https://www.linkedin.com/company/amazon?trk=public_jobs_topcard_logo,AZ
215,"Business Analyst",TalentBridge,"Charlotte, NC","$25.00/hr - $45.00/hr",Unknown,"Business Analyst",https://www.linkedin.com/company/talentbridge?trk=public_jobs_topcard_logo,NC
216,"Entry Level Business Analyst / Product Owner",Perfict,"United States",Unknown,Unknown,"Business Analyst",https://www.linkedin.com/company/perfict-global-inc?trk=public_jobs_topcard_logo,US
217,"Strategy Analyst",Carvana,"Tempe, AZ",Unknown,"SQL, R, Tableau, Python","Business Analyst",https://www.linkedin.com/company/carvana?trk=public_jobs_topcard_logo,AZ
218,"ERP Business Analyst","AZZ Inc","St Louis, MO",Unknown,Unknown,"Business Analyst",https://www.linkedin.com/company/azz-inc?trk=public_jobs_topcard_logo,MO
219,"AI Business Analyst",Ascensus,"Pennsylvania, United States",Unknown,"SQL, Azure","Business Analyst",https://www.linkedin.com/company/ascensus?trk=public_jobs_topcard_logo,US
220,"Business Analyst","Velocity Tech Inc","Beaverton, OR",Unknown,"Attention to detail, Snowflake, Tableau","Business Analyst",https://www.linkedin.com/company/velocitytechinc?trk=public_jobs_topcard_logo,OR
221,"Business Analyst, Logistics Claims Management and Operations",Amazon,"Austin, TX",Unknown,"SQL, Excel, Tableau","Business Analyst",https://www.linkedin.com/company/amazon?trk=public_jobs_topcard_logo,TX
222,"Business Analyst / Consultant / Senior Consultant","Value Gene Consulting Group","United States","$75,000.00/yr - $120,000.00/yr",Unknown,"Business Analyst",https://tr.linkedin.com/company/value-gene-consulting-group?trk=public_jobs_topcard_logo,US
223,"Business Analyst","Tata Consultancy Services","Plano, TX",Unknown,Unknown,"Business Analyst",https://in.linkedin.com/company/tata-consultancy-services?trk=public_jobs_topcard_logo,TX
224,"Business Analyst","NewSouth Technologies, Inc.","Tallahassee, FL","$33.00/hr - $35.00/hr",SQL,"Business Analyst",https://www.linkedin.com/company/newsouth-technologies-inc-?trk=public_jobs_topcard_logo,FL
225,"Business Analyst",Inceed,"Oklahoma City, OK",Unknown,SQL,"Business Analyst",https://www.linkedin.com/company/inceed?trk=public_jobs_topcard_logo,OK
226,"Business Analyst",Newmark,"New York, NY",Unknown,Unknown,"Business Analyst",https://www.linkedin.com/company/nmrk-cre?trk=public_jobs_topcard_logo,NY
227,"Business Analyst (Managed Care Business Operations)","Clearlink Partners","United States",Unknown,Excel,"Business Analyst",https://www.linkedin.com/company/clearlink-partners?trk=public_jobs_topcard_logo,US
228,"Business Analyst","CGS Federal (Contact Government Services)","Kansas City, MO","$102,890.67/yr - $139,637.34/yr",Unknown,"Business Analyst",https://www.linkedin.com/company/contact-government-services-cgs?trk=public_jobs_topcard_logo,MO
229,"Scrum Master/Business Analyst","Ignite IT","United States",Unknown,Unknown,"Business Analyst",https://www.linkedin.com/company/ignite-govt-it?trk=public_jobs_topcard_logo,US
230,"Business Analyst","Accenture Federal Services","Colorado Springs, CO",Unknown,Unknown,"Business Analyst",https://www.linkedin.com/company/accenturefederalservices?trk=public_jobs_topcard_logo,CO
